Date	Close	Open	High	Volume	macd	macd_h	macd_s	trading_signal
2022-09-28	287.80999755859375	283.0799865722656	289.0	54664800	-0.19537188590624055	-2.3038436348687954	2.108471748962555	0
2022-09-29	268.2099914550781	282.760009765625	283.6499938964844	77620600	-1.896618078035658	-3.20407186159857	1.3074537835629123	0
2022-09-30	265.25	266.1499938964844	275.57000732421875	67517800	-3.444014064547389	-3.801174278488241	0.35716021394085207	0
2022-10-03	242.39999389648438	254.5	255.16000366210938	98363500	-6.43990583358152	-5.437652838017897	-1.0022529955636226	0
2022-10-04	249.44000244140625	250.52000427246094	257.5	109578500	-8.152129121023847	-5.719900900368179	-2.432228220655668	0
2022-10-05	240.80999755859375	245.00999450683594	246.6699981689453	86982700	-10.089146284218373	-6.125534450850164	-3.963611833368209	0
2022-10-06	238.1300048828125	239.44000244140625	244.5800018310547	69298400	-11.705564887248329	-6.193562443104096	-5.512002444144233	0
2022-10-07	223.07000732421875	233.94000244140625	234.57000732421875	83592300	-14.039960294441642	-6.822366280237926	-7.217594014203716	0
2022-10-10	222.9600067138672	223.92999267578125	226.99000549316406	67925000	-15.717677994983632	-6.8000671846239324	-8.9176108103597	0
2022-10-11	216.5	220.9499969482422	225.75	77013200	-17.368338518224107	-6.760582166291526	-10.607756351932581	0
2022-10-12	217.24000549316406	215.3300018310547	219.3000030517578	66860700	-18.40462950400652	-6.237498521659152	-12.16713098234737	0
2022-10-13	221.72000122070312	208.3000030517578	222.99000549316406	91483000	-18.649420451878456	-5.185831575624867	-13.463588876253588	0
2022-10-14	204.99000549316406	224.00999450683594	226.25999450683594	93898700	-19.9632657773154	-5.199741520849448	-14.763524256465951	0
2022-10-17	219.35000610351562	210.0399932861328	221.86000061035156	79428800	-19.619603054512112	-3.8848630384369276	-15.734740016075184	0
2022-10-18	220.19000244140625	229.5	229.82000732421875	75891900	-19.05975815864349	-2.6600145140546445	-16.399743644588845	0
2022-10-19	222.0399932861328	219.8000030517578	222.92999267578125	66571500	-18.256350401803644	-1.4852854057718368	-16.771064996031807	0
2022-10-20	207.27999877929688	208.27999877929688	215.5500030517578	117798100	-18.596285762069243	-1.4601766128299474	-17.136109149239296	0
2022-10-21	214.44000244140625	206.4199981689453	214.66000366210938	75529300	-18.079525017014277	-0.7547326942199852	-17.32479232279429	0
